Domain,Area,Element,Item,Year,Value
"Livestock Primary","United States of America","Production","Milk,Total","1993","68342381"
"Livestock Primary","United States of America","Production","Milk,Total","1994","69688192"
"Livestock Primary","United States of America","Production","Milk,Total","1995","70455662"
"Livestock Primary","United States of America","Production","Milk,Total","1996","69874101"
"Livestock Primary","United States of America","Production","Milk,Total","1997","70822027"
"Livestock Primary","United States of America","Production","Milk,Total","1998","71354801"
"Livestock Primary","United States of America","Production","Milk,Total","1999","73772723"
"Livestock Primary","United States of America","Production","Milk,Total","2000","75953386"
"Livestock Primary","United States of America","Production","Milk,Total","2001","75020111"
"Livestock Primary","United States of America","Production","Milk,Total","2002","77167672"
"Livestock Primary","United States of America","Production","Milk,Total","2003","77295340"
"Livestock Primary","United States of America","Production","Milk,Total","2004","77515273"
"Livestock Primary","United States of America","Production","Milk,Total","2005","80282513"
"Livestock Primary","United States of America","Production","Milk,Total","2006","82483280"
"Livestock Primary","United States of America","Production","Milk,Total","2007","84241201"
"Livestock Primary","United States of America","Production","Milk,Total","2008","86203447"
"Livestock Primary","United States of America","Production","Milk,Total","2009","85852364"
"Livestock Primary","United States of America","Production","Milk,Total","2010","87520880"
"Livestock Primary","United States of America","Production","Milk,Total","2011","89053416"
"Livestock Primary","United States of America","Production","Milk,Total","2012","91043332"
"Livestock Primary","United States Virgin Islands","Production","Eggs Primary","1990","60"
"Livestock Primary","United States Virgin Islands","Production","Eggs Primary","1991","130"
"Livestock Primary","United States Virgin Islands","Production","Eggs Primary","1992","160"
"Livestock Primary","United States Virgin Islands","Production","Eggs Primary","1993","156"
"Livestock Primary","United States Virgin Islands","Production","Eggs Primary","1994","156"
"Livestock Primary","United States Virgin Islands","Production","Eggs Primary","1995","157"
"Livestock Primary","United States Virgin Islands","Production","Eggs Primary","1996","157"
"Livestock Primary","United States Virgin Islands","Production","Eggs Primary","1997","157"
"Livestock Primary","United States Virgin Islands","Production","Eggs Primary","1998","157"
"Livestock Primary","United States Virgin Islands","Production","Eggs Primary","1999","158"
"Livestock Primary","United States Virgin Islands","Production","Eggs Primary","2000","158"
"Livestock Primary","United States Virgin Islands","Production","Eggs Primary","2001","158"
"Livestock Primary","United States Virgin Islands","Production","Eggs Primary","2002","159"
"Livestock Primary","United States Virgin Islands","Production","Eggs Primary","2003","159"
"Livestock Primary","United States Virgin Islands","Production","Eggs Primary","2004","159"
"Livestock Primary","United States Virgin Islands","Production","Eggs Primary","2005","159"
"Livestock Primary","United States Virgin Islands","Production","Eggs Primary","2006","160"
"Livestock Primary","United States Virgin Islands","Production","Eggs Primary","2007","170"
"Livestock Primary","United States Virgin Islands","Production","Eggs Primary","2008","170"
"Livestock Primary","United States Virgin Islands","Production","Eggs Primary","2009","170"
"Livestock Primary","United States Virgin Islands","Production","Eggs Primary","2010","170"
"Livestock Primary","United States Virgin Islands","Production","Eggs Primary","2011","190"
"Livestock Primary","United States Virgin Islands","Production","Eggs Primary","2012","190"
"Livestock Primary","United States Virgin Islands","Production","Meat, Total","1990","662"
"Livestock Primary","United States Virgin Islands","Production","Meat, Total","1991","708"
"Livestock Primary","United States Virgin Islands","Production","Meat, Total","1992","695"
"Livestock Primary","United States Virgin Islands","Production","Meat, Total","1993","663"
"Livestock Primary","United States Virgin Islands","Production","Meat, Total","1994","647"
"Livestock Primary","United States Virgin Islands","Production","Meat, Total","1995","643"
"Livestock Primary","United States Virgin Islands","Production","Meat, Total","1996","655"
"Livestock Primary","United States Virgin Islands","Production","Meat, Total","1997","651"
"Livestock Primary","United States Virgin Islands","Production","Meat, Total","1998","666"
"Livestock Primary","United States Virgin Islands","Production","Meat, Total","1999","635"
"Livestock Primary","United States Virgin Islands","Production","Meat, Total","2000","634"
"Livestock Primary","United States Virgin Islands","Production","Meat, Total","2001","626"
"Livestock Primary","United States Virgin Islands","Production","Meat, Total","2002","730"
"Livestock Primary","United States Virgin Islands","Production","Meat, Total","2003","688"
"Livestock Primary","United States Virgin Islands","Production","Meat, Total","2004","691"
"Livestock Primary","United States Virgin Islands","Production","Meat, Total","2005","701"
"Livestock Primary","United States Virgin Islands","Production","Meat, Total","2006","735"
"Livestock Primary","United States Virgin Islands","Production","Meat, Total","2007","771"
"Livestock Primary","United States Virgin Islands","Production","Meat, Total","2008","741"
"Livestock Primary","United States Virgin Islands","Production","Meat, Total","2009","763"
"Livestock Primary","United States Virgin Islands","Production","Meat, Total","2010","771"
"Livestock Primary","United States Virgin Islands","Production","Meat, Total","2011","747"
"Livestock Primary","United States Virgin Islands","Production","Meat, Total","2012","735"
"Livestock Primary","United States Virgin Islands","Production","Milk,Total","1990","1814"
"Livestock Primary","United States Virgin Islands","Production","Milk,Total","1991","1950"
"Livestock Primary","United States Virgin Islands","Production","Milk,Total","1992","2184"
"Livestock Primary","United States Virgin Islands","Production","Milk,Total","1993","1960"
"Livestock Primary","United States Virgin Islands","Production","Milk,Total","1994","2186"
"Livestock Primary","United States Virgin Islands","Production","Milk,Total","1995","2187"
"Livestock Primary","United States Virgin Islands","Production","Milk,Total","1996","2188"
"Livestock Primary","United States Virgin Islands","Production","Milk,Total","1997","2189"
"Livestock Primary","United States Virgin Islands","Production","Milk,Total","1998","2190"
"Livestock Primary","United States Virgin Islands","Production","Milk,Total","1999","2191"
"Livestock Primary","United States Virgin Islands","Production","Milk,Total","2000","2192"
"Livestock Primary","United States Virgin Islands","Production","Milk,Total","2001","2193"
"Livestock Primary","United States Virgin Islands","Production","Milk,Total","2002","2194"
"Livestock Primary","United States Virgin Islands","Production","Milk,Total","2003","2195"
"Livestock Primary","United States Virgin Islands","Production","Milk,Total","2004","2195"
"Livestock Primary","United States Virgin Islands","Production","Milk,Total","2005","2196"
"Livestock Primary","United States Virgin Islands","Production","Milk,Total","2006","2197"
"Livestock Primary","United States Virgin Islands","Production","Milk,Total","2007","2000"
"Livestock Primary","United States Virgin Islands","Production","Milk,Total","2008","2220"
"Livestock Primary","United States Virgin Islands","Production","Milk,Total","2009","2221"
"Livestock Primary","United States Virgin Islands","Production","Milk,Total","2010","2222"
"Livestock Primary","United States Virgin Islands","Production","Milk,Total","2011","3000"
"Livestock Primary","United States Virgin Islands","Production","Milk,Total","2012","2224"
"Livestock Primary","Uruguay","Production","Eggs Primary","1990","25600"
"Livestock Primary","Uruguay","Production","Eggs Primary","1991","25800"
"Livestock Primary","Uruguay","Production","Eggs Primary","1992","25800"
"Livestock Primary","Uruguay","Production","Eggs Primary","1993","26300"
"Livestock Primary","Uruguay","Production","Eggs Primary","1994","31000"
"Livestock Primary","Uruguay","Production","Eggs Primary","1995","31744"
"Livestock Primary","Uruguay","Production","Eggs Primary","1996","31850"
"Livestock Primary","Uruguay","Production","Eggs Primary","1997","31890"
"Livestock Primary","Uruguay","Production","Eggs Primary","1998","32500"
"Livestock Primary","Uruguay","Production","Eggs Primary","1999","37000"
"Livestock Primary","Uruguay","Production","Eggs Primary","2000","37000"
"Livestock Primary","Uruguay","Production","Eggs Primary","2001","31600"
"Livestock Primary","Uruguay","Production","Eggs Primary","2002","38667"
"Livestock Primary","Uruguay","Production","Eggs Primary","2003","34537"
"Livestock Primary","Uruguay","Production","Eggs Primary","2004","36248"
"Livestock Primary","Uruguay","Production","Eggs Primary","2005","41558"
"Livestock Primary","Uruguay","Production","Eggs Primary","2006","42295"
"Livestock Primary","Uruguay","Production","Eggs Primary","2007","47572"
"Livestock Primary","Uruguay","Production","Eggs Primary","2008","58327"
"Livestock Primary","Uruguay","Production","Eggs Primary","2009","52495"
"Livestock Primary","Uruguay","Production","Eggs Primary","2010","52488"
"Livestock Primary","Uruguay","Production","Eggs Primary","2011","54600"
"Livestock Primary","Uruguay","Production","Eggs Primary","2012","50219"
"Livestock Primary","Uruguay","Production","Meat, Total","1990","451805"
"Livestock Primary","Uruguay","Production","Meat, Total","1991","442056"
"Livestock Primary","Uruguay","Production","Meat, Total","1992","453768"
"Livestock Primary","Uruguay","Production","Meat, Total","1993","439668"
"Livestock Primary","Uruguay","Production","Meat, Total","1994","493786"
"Livestock Primary","Uruguay","Production","Meat, Total","1995","458834"
"Livestock Primary","Uruguay","Production","Meat, Total","1996","542377"
"Livestock Primary","Uruguay","Production","Meat, Total","1997","588700"
"Livestock Primary","Uruguay","Production","Meat, Total","1998","591301"
"Livestock Primary","Uruguay","Production","Meat, Total","1999","601151"
"Livestock Primary","Uruguay","Production","Meat, Total","2000","592478"
"Livestock Primary","Uruguay","Production","Meat, Total","2001","458029"
"Livestock Primary","Uruguay","Production","Meat, Total","2002","516408"
"Livestock Primary","Uruguay","Production","Meat, Total","2003","507182"
"Livestock Primary","Uruguay","Production","Meat, Total","2004","591372"
"Livestock Primary","Uruguay","Production","Meat, Total","2005","704105"
"Livestock Primary","Uruguay","Production","Meat, Total","2006","720497"
"Livestock Primary","Uruguay","Production","Meat, Total","2007","631691"
"Livestock Primary","Uruguay","Production","Meat, Total","2008","664583"
"Livestock Primary","Uruguay","Production","Meat, Total","2009","624254"
"Livestock Primary","Uruguay","Production","Meat, Total","2010","652983"
"Livestock Primary","Uruguay","Production","Meat, Total","2011","625777"
"Livestock Primary","Uruguay","Production","Meat, Total","2012","627669"
"Livestock Primary","Uruguay","Production","Milk,Total","1990","965944"
"Livestock Primary","Uruguay","Production","Milk,Total","1991","992028"
"Livestock Primary","Uruguay","Production","Milk,Total","1992","1073168"
"Livestock Primary","Uruguay","Production","Milk,Total","1993","1114614"
"Livestock Primary","Uruguay","Production","Milk,Total","1994","1190290"
"Livestock Primary","Uruguay","Production","Milk,Total","1995","1254421"
"Livestock Primary","Uruguay","Production","Milk,Total","1996","1302050"
"Livestock Primary","Uruguay","Production","Milk,Total","1997","1339681"
"Livestock Primary","Uruguay","Production","Milk,Total","1998","1467629"
"Livestock Primary","Uruguay","Production","Milk,Total","1999","1479382"
"Livestock Primary","Uruguay","Production","Milk,Total","2000","1421749"
"Livestock Primary","Uruguay","Production","Milk,Total","2001","1505600"
"Livestock Primary","Uruguay","Production","Milk,Total","2002","1475000"
"Livestock Primary","Uruguay","Production","Milk,Total","2003","1507000"
"Livestock Primary","Uruguay","Production","Milk,Total","2004","1494000"
"Livestock Primary","Uruguay","Production","Milk,Total","2005","1619000"
"Livestock Primary","Uruguay","Production","Milk,Total","2006","1620000"
"Livestock Primary","Uruguay","Production","Milk,Total","2007","1795400"
"Livestock Primary","Uruguay","Production","Milk,Total","2008","1701300"
"Livestock Primary","Uruguay","Production","Milk,Total","2009","1871600"
"Livestock Primary","Uruguay","Production","Milk,Total","2010","1820746"
"Livestock Primary","Uruguay","Production","Milk,Total","2011","2120767"
"Livestock Primary","Uruguay","Production","Milk,Total","2012","2244480"
"Livestock Primary","USSR","Production","Eggs Primary","1990","4642450"
"Livestock Primary","USSR","Production","Eggs Primary","1991","4534800"
"Livestock Primary","USSR","Production","Meat, Total","1990","20006200"
"Livestock Primary","USSR","Production","Meat, Total","1991","18500700"
"Livestock Primary","USSR","Production","Milk,Total","1990","108500931"
"Livestock Primary","USSR","Production","Milk,Total","1991","101328772"
"Livestock Primary","Uzbekistan","Production","Eggs Primary","1992","104220"
"Livestock Primary","Uzbekistan","Production","Eggs Primary","1993","104220"
"Livestock Primary","Uzbekistan","Production","Eggs Primary","1994","87100"
"Livestock Primary","Uzbekistan","Production","Eggs Primary","1995","67990"
"Livestock Primary","Uzbekistan","Production","Eggs Primary","1996","58370"
"Livestock Primary","Uzbekistan","Production","Eggs Primary","1997","59400"
"Livestock Primary","Uzbekistan","Production","Eggs Primary","1998","64350"
"Livestock Primary","Uzbekistan","Production","Eggs Primary","1999","68300"
"Livestock Primary","Uzbekistan","Production","Eggs Primary","2000","69100"
"Livestock Primary","Uzbekistan","Production","Eggs Primary","2001","70970"
"Livestock Primary","Uzbekistan","Production","Eggs Primary","2002","75390"
"Livestock Primary","Uzbekistan","Production","Eggs Primary","2003","91560"
"Livestock Primary","Uzbekistan","Production","Eggs Primary","2004","104680"
"Livestock Primary","Uzbekistan","Production","Eggs Primary","2005","110400"
"Livestock Primary","Uzbekistan","Production","Eggs Primary","2006","116970"
"Livestock Primary","Uzbekistan","Production","Eggs Primary","2007","122420"
"Livestock Primary","Uzbekistan","Production","Eggs Primary","2008","133530"
"Livestock Primary","Uzbekistan","Production","Eggs Primary","2009","149350"
"Livestock Primary","Uzbekistan","Production","Eggs Primary","2010","171600"
"Livestock Primary","Uzbekistan","Production","Eggs Primary","2011","193150"
"Livestock Primary","Uzbekistan","Production","Eggs Primary","2012","217150"
"Livestock Primary","Uzbekistan","Production","Meat, Total","1992","471203"
"Livestock Primary","Uzbekistan","Production","Meat, Total","1993","519640"
"Livestock Primary","Uzbekistan","Production","Meat, Total","1994","511796"
"Livestock Primary","Uzbekistan","Production","Meat, Total","1995","511950"
"Livestock Primary","Uzbekistan","Production","Meat, Total","1996","464011"
"Livestock Primary","Uzbekistan","Production","Meat, Total","1997","470875"
"Livestock Primary","Uzbekistan","Production","Meat, Total","1998","518244"
"Livestock Primary","Uzbekistan","Production","Meat, Total","1999","483680"
"Livestock Primary","Uzbekistan","Production","Meat, Total","2000","504467"
"Livestock Primary","Uzbekistan","Production","Meat, Total","2001","510207"
"Livestock Primary","Uzbekistan","Production","Meat, Total","2002","516718"
"Livestock Primary","Uzbekistan","Production","Meat, Total","2003","563544"
"Livestock Primary","Uzbekistan","Production","Meat, Total","2004","598300"
"Livestock Primary","Uzbekistan","Production","Meat, Total","2005","633902"
"Livestock Primary","Uzbekistan","Production","Meat, Total","2006","681174"
"Livestock Primary","Uzbekistan","Production","Meat, Total","2007","678500"
"Livestock Primary","Uzbekistan","Production","Meat, Total","2008","721500"
"Livestock Primary","Uzbekistan","Production","Meat, Total","2009","765800"
"Livestock Primary","Uzbekistan","Production","Meat, Total","2010","818300"
"Livestock Primary","Uzbekistan","Production","Meat, Total","2011","878400"
"Livestock Primary","Uzbekistan","Production","Meat, Total","2012","939000"
"Livestock Primary","Uzbekistan","Production","Milk,Total","1992","3597100"
"Livestock Primary","Uzbekistan","Production","Milk,Total","1993","3683500"
"Livestock Primary","Uzbekistan","Production","Milk,Total","1994","3645300"
"Livestock Primary","Uzbekistan","Production","Milk,Total","1995","3575500"
"Livestock Primary","Uzbekistan","Production","Milk,Total","1996","3332700"
"Livestock Primary","Uzbekistan","Production","Milk,Total","1997","3345500"
"Livestock Primary","Uzbekistan","Production","Milk,Total","1998","3420400"
"Livestock Primary","Uzbekistan","Production","Milk,Total","1999","3461600"
"Livestock Primary","Uzbekistan","Production","Milk,Total","2000","3537200"
"Livestock Primary","Uzbekistan","Production","Milk,Total","2001","3558200"
"Livestock Primary","Uzbekistan","Production","Milk,Total","2002","3616400"
"Livestock Primary","Uzbekistan","Production","Milk,Total","2003","4089906"
"Livestock Primary","Uzbekistan","Production","Milk,Total","2004","4247398"
"Livestock Primary","Uzbekistan","Production","Milk,Total","2005","4554879"
"Livestock Primary","Uzbekistan","Production","Milk,Total","2006","4855781"
"Livestock Primary","Uzbekistan","Production","Milk,Total","2007","5077250"
"Livestock Primary","Uzbekistan","Production","Milk,Total","2008","5495516"
"Livestock Primary","Uzbekistan","Production","Milk,Total","2009","5885433"
"Livestock Primary","Uzbekistan","Production","Milk,Total","2010","6243214"
"Livestock Primary","Uzbekistan","Production","Milk,Total","2011","6839214"
"Livestock Primary","Uzbekistan","Production","Milk,Total","2012","7386306"
"Livestock Primary","Vanuatu","Production","Eggs Primary","1990","316"
"Livestock Primary","Vanuatu","Production","Eggs Primary","1991","352"
"Livestock Primary","Vanuatu","Production","Eggs Primary","1992","308"
"Livestock Primary","Vanuatu","Production","Eggs Primary","1993","312"
"Livestock Primary","Vanuatu","Production","Eggs Primary","1994","411"
"Livestock Primary","Vanuatu","Production","Eggs Primary","1995","412"
"Livestock Primary","Vanuatu","Production","Eggs Primary","1996","413"
"Livestock Primary","Vanuatu","Production","Eggs Primary","1997","414"
"Livestock Primary","Vanuatu","Production","Eggs Primary","1998","314"
"Livestock Primary","Vanuatu","Production","Eggs Primary","1999","355"
"Livestock Primary","Vanuatu","Production","Eggs Primary","2000","425"
"Livestock Primary","Vanuatu","Production","Eggs Primary","2001","426"
"Livestock Primary","Vanuatu","Production","Eggs Primary","2002","427"
"Livestock Primary","Vanuatu","Production","Eggs Primary","2003","377"
"Livestock Primary","Vanuatu","Production","Eggs Primary","2004","398"
"Livestock Primary","Vanuatu","Production","Eggs Primary","2005","418"
"Livestock Primary","Vanuatu","Production","Eggs Primary","2006","439"
"Livestock Primary","Vanuatu","Production","Eggs Primary","2007","638"
"Livestock Primary","Vanuatu","Production","Eggs Primary","2008","833"
"Livestock Primary","Vanuatu","Production","Eggs Primary","2009","833"
"Livestock Primary","Vanuatu","Production","Eggs Primary","2010","640"
"Livestock Primary","Vanuatu","Production","Eggs Primary","2011","719"
"Livestock Primary","Vanuatu","Production","Eggs Primary","2012","683"
"Livestock Primary","Vanuatu","Production","Meat, Total","1990","5693"
"Livestock Primary","Vanuatu","Production","Meat, Total","1991","6369"
"Livestock Primary","Vanuatu","Production","Meat, Total","1992","6354"
"Livestock Primary","Vanuatu","Production","Meat, Total","1993","6754"
"Livestock Primary","Vanuatu","Production","Meat, Total","1994","7124"
"Livestock Primary","Vanuatu","Production","Meat, Total","1995","6949"
"Livestock Primary","Vanuatu","Production","Meat, Total","1996","6855"
"Livestock Primary","Vanuatu","Production","Meat, Total","1997","7034"
"Livestock Primary","Vanuatu","Production","Meat, Total","1998","6850"
"Livestock Primary","Vanuatu","Production","Meat, Total","1999","7215"
"Livestock Primary","Vanuatu","Production","Meat, Total","2000","7094"
"Livestock Primary","Vanuatu","Production","Meat, Total","2001","6368"
"Livestock Primary","Vanuatu","Production","Meat, Total","2002","5873"
"Livestock Primary","Vanuatu","Production","Meat, Total","2003","6473"
"Livestock Primary","Vanuatu","Production","Meat, Total","2004","6393"
"Livestock Primary","Vanuatu","Production","Meat, Total","2005","6698"
"Livestock Primary","Vanuatu","Production","Meat, Total","2006","6774"
"Livestock Primary","Vanuatu","Production","Meat, Total","2007","7417"
"Livestock Primary","Vanuatu","Production","Meat, Total","2008","7771"
"Livestock Primary","Vanuatu","Production","Meat, Total","2009","7043"
"Livestock Primary","Vanuatu","Production","Meat, Total","2010","7898"
"Livestock Primary","Vanuatu","Production","Meat, Total","2011","7651"
"Livestock Primary","Vanuatu","Production","Meat, Total","2012","7894"
"Livestock Primary","Vanuatu","Production","Milk,Total","1990","2400"
"Livestock Primary","Vanuatu","Production","Milk,Total","1991","2500"
"Livestock Primary","Vanuatu","Production","Milk,Total","1992","2300"
"Livestock Primary","Vanuatu","Production","Milk,Total","1993","2600"
"Livestock Primary","Vanuatu","Production","Milk,Total","1994","2900"
"Livestock Primary","Vanuatu","Production","Milk,Total","1995","2990"
"Livestock Primary","Vanuatu","Production","Milk,Total","1996","2991"
"Livestock Primary","Vanuatu","Production","Milk,Total","1997","2992"
"Livestock Primary","Vanuatu","Production","Milk,Total","1998","2900"
"Livestock Primary","Vanuatu","Production","Milk,Total","1999","3000"
"Livestock Primary","Vanuatu","Production","Milk,Total","2000","3047"
"Livestock Primary","Vanuatu","Production","Milk,Total","2001","2900"
"Livestock Primary","Vanuatu","Production","Milk,Total","2002","2735"
"Livestock Primary","Vanuatu","Production","Milk,Total","2003","3000"
"Livestock Primary","Vanuatu","Production","Milk,Total","2004","2839"
"Livestock Primary","Vanuatu","Production","Milk,Total","2005","3100"
"Livestock Primary","Vanuatu","Production","Milk,Total","2006","3000"
"Livestock Primary","Vanuatu","Production","Milk,Total","2007","2900"
"Livestock Primary","Vanuatu","Production","Milk,Total","2008","3130"
"Livestock Primary","Vanuatu","Production","Milk,Total","2009","3150"
"Livestock Primary","Vanuatu","Production","Milk,Total","2010","3174"
"Livestock Primary","Vanuatu","Production","Milk,Total","2011","3400"
"Livestock Primary","Vanuatu","Production","Milk,Total","2012","3500"
"Livestock Primary","Venezuela (Bolivarian Republic of)","Production","Eggs Primary","1990","106675"
"Livestock Primary","Venezuela (Bolivarian Republic of)","Production","Eggs Primary","1991","115610"
"Livestock Primary","Venezuela (Bolivarian Republic of)","Production","Eggs Primary","1992","101733"
"Livestock Primary","Venezuela (Bolivarian Republic of)","Production","Eggs Primary","1993","111235"
"Livestock Primary","Venezuela (Bolivarian Republic of)","Production","Eggs Primary","1994","123822"
"Livestock Primary","Venezuela (Bolivarian Republic of)","Production","Eggs Primary","1995","148864"
"Livestock Primary","Venezuela (Bolivarian Republic of)","Production","Eggs Primary","1996","156715"
"Livestock Primary","Venezuela (Bolivarian Republic of)","Production","Eggs Primary","1997","163813"
"Livestock Primary","Venezuela (Bolivarian Republic of)","Production","Eggs Primary","1998","160289"
"Livestock Primary","Venezuela (Bolivarian Republic of)","Production","Eggs Primary","1999","168825"
"Livestock Primary","Venezuela (Bolivarian Republic of)","Production","Eggs Primary","2000","174620"
"Livestock Primary","Venezuela (Bolivarian Republic of)","Production","Eggs Primary","2001","187580"
"Livestock Primary","Venezuela (Bolivarian Republic of)","Production","Eggs Primary","2002","160086"
"Livestock Primary","Venezuela (Bolivarian Republic of)","Production","Eggs Primary","2003","146954"
"Livestock Primary","Venezuela (Bolivarian Republic of)","Production","Eggs Primary","2004","146459"
"Livestock Primary","Venezuela (Bolivarian Republic of)","Production","Eggs Primary","2005","173600"
"Livestock Primary","Venezuela (Bolivarian Republic of)","Production","Eggs Primary","2006","169527"
"Livestock Primary","Venezuela (Bolivarian Republic of)","Production","Eggs Primary","2007","153705"
"Livestock Primary","Venezuela (Bolivarian Republic of)","Production","Eggs Primary","2008","157547"
"Livestock Primary","Venezuela (Bolivarian Republic of)","Production","Eggs Primary","2009","230000"
"Livestock Primary","Venezuela (Bolivarian Republic of)","Production","Eggs Primary","2010","241560"
"Livestock Primary","Venezuela (Bolivarian Republic of)","Production","Eggs Primary","2011","256054"
"Livestock Primary","Venezuela (Bolivarian Republic of)","Production","Eggs Primary","2012","222037"
"Livestock Primary","Venezuela (Bolivarian Republic of)","Production","Meat, Total","1990","755525"
"Livestock Primary","Venezuela (Bolivarian Republic of)","Production","Meat, Total","1991","804200"
"Livestock Primary","Venezuela (Bolivarian Republic of)","Production","Meat, Total","1992","874351"
"Livestock Primary","Venezuela (Bolivarian Republic of)","Production","Meat, Total","1993","918674"
"Livestock Primary","Venezuela (Bolivarian Republic of)","Production","Meat, Total","1994","880412"
"Livestock Primary","Venezuela (Bolivarian Republic of)","Production","Meat, Total","1995","907350"
"Livestock Primary","Venezuela (Bolivarian Republic of)","Production","Meat, Total","1996","970623"
"Livestock Primary","Venezuela (Bolivarian Republic of)","Production","Meat, Total","1997","1042621"
"Livestock Primary","Venezuela (Bolivarian Republic of)","Production","Meat, Total","1998","1057228"
"Livestock Primary","Venezuela (Bolivarian Republic of)","Production","Meat, Total","1999","1162075"
"Livestock Primary","Venezuela (Bolivarian Republic of)","Production","Meat, Total","2000","1257171"
"Livestock Primary","Venezuela (Bolivarian Republic of)","Production","Meat, Total","2001","1421141"
"Livestock Primary","Venezuela (Bolivarian Republic of)","Production","Meat, Total","2002","1447824"
"Livestock Primary","Venezuela (Bolivarian Republic of)","Production","Meat, Total","2003","1238434"
"Livestock Primary","Venezuela (Bolivarian Republic of)","Production","Meat, Total","2004","1170153"
"Livestock Primary","Venezuela (Bolivarian Republic of)","Production","Meat, Total","2005","1298960"
"Livestock Primary","Venezuela (Bolivarian Republic of)","Production","Meat, Total","2006","1396644"
"Livestock Primary","Venezuela (Bolivarian Republic of)","Production","Meat, Total","2007","1424412"
"Livestock Primary","Venezuela (Bolivarian Republic of)","Production","Meat, Total","2008","1457836"
"Livestock Primary","Venezuela (Bolivarian Republic of)","Production","Meat, Total","2009","1574066"
"Livestock Primary","Venezuela (Bolivarian Republic of)","Production","Meat, Total","2010","1761088"
"Livestock Primary","Venezuela (Bolivarian Republic of)","Production","Meat, Total","2011","1884997"
"Livestock Primary","Venezuela (Bolivarian Republic of)","Production","Meat, Total","2012","1775627"
"Livestock Primary","Venezuela (Bolivarian Republic of)","Production","Milk,Total","1990","1497246"
"Livestock Primary","Venezuela (Bolivarian Republic of)","Production","Milk,Total","1991","1506730"
"Livestock Primary","Venezuela (Bolivarian Republic of)","Production","Milk,Total","1992","1602840"
"Livestock Primary","Venezuela (Bolivarian Republic of)","Production","Milk,Total","1993","1713440"
"Livestock Primary","Venezuela (Bolivarian Republic of)","Production","Milk,Total","1994","1385720"
"Livestock Primary","Venezuela (Bolivarian Republic of)","Production","Milk,Total","1995","1413429"
"Livestock Primary","Venezuela (Bolivarian Republic of)","Production","Milk,Total","1996","1448766"
"Livestock Primary","Venezuela (Bolivarian Republic of)","Production","Milk,Total","1997","1475435"
"Livestock Primary","Venezuela (Bolivarian Republic of)","Production","Milk,Total","1998","1484877"
"Livestock Primary","Venezuela (Bolivarian Republic of)","Production","Milk,Total","1999","1351851"
"Livestock Primary","Venezuela (Bolivarian Republic of)","Production","Milk,Total","2000","1414605"
"Livestock Primary","Venezuela (Bolivarian Republic of)","Production","Milk,Total","2001","1400460"
"Livestock Primary","Venezuela (Bolivarian Republic of)","Production","Milk,Total","2002","1389250"
"Livestock Primary","Venezuela (Bolivarian Republic of)","Production","Milk,Total","2003","1238470"
"Livestock Primary","Venezuela (Bolivarian Republic of)","Production","Milk,Total","2004","1237107"
"Livestock Primary","Venezuela (Bolivarian Republic of)","Production","Milk,Total","2005","1347662"
"Livestock Primary","Venezuela (Bolivarian Republic of)","Production","Milk,Total","2006","1431152"
"Livestock Primary","Venezuela (Bolivarian Republic of)","Production","Milk,Total","2007","1777819"
"Livestock Primary","Venezuela (Bolivarian Republic of)","Production","Milk,Total","2008","2220178"
"Livestock Primary","Venezuela (Bolivarian Republic of)","Production","Milk,Total","2009","2184574"
"Livestock Primary","Venezuela (Bolivarian Republic of)","Production","Milk,Total","2010","2436022"
"Livestock Primary","Venezuela (Bolivarian Republic of)","Production","Milk,Total","2011","2475789"
"Livestock Primary","Venezuela (Bolivarian Republic of)","Production","Milk,Total","2012","2276931"
"Livestock Primary","Viet Nam","Production","Eggs Primary","1990","96700"
"Livestock Primary","Viet Nam","Production","Eggs Primary","1991","102900"
"Livestock Primary","Viet Nam","Production","Eggs Primary","1992","112200"
"Livestock Primary","Viet Nam","Production","Eggs Primary","1993","115000"
"Livestock Primary","Viet Nam","Production","Eggs Primary","1994","130000"
"Livestock Primary","Viet Nam","Production","Eggs Primary","1995","136000"
"Livestock Primary","Viet Nam","Production","Eggs Primary","1996","157300"
"Livestock Primary","Viet Nam","Production","Eggs Primary","1997","158432"
"Livestock Primary","Viet Nam","Production","Eggs Primary","1998","161333"
"Livestock Primary","Viet Nam","Production","Eggs Primary","1999","172143"
"Livestock Primary","Viet Nam","Production","Eggs Primary","2000","185430"
"Livestock Primary","Viet Nam","Production","Eggs Primary","2001","200500"
"Livestock Primary","Viet Nam","Production","Eggs Primary","2002","226500"
"Livestock Primary","Viet Nam","Production","Eggs Primary","2003","242600"
"Livestock Primary","Viet Nam","Production","Eggs Primary","2004","197000"
"Livestock Primary","Viet Nam","Production","Eggs Primary","2005","197400"
"Livestock Primary","Viet Nam","Production","Eggs Primary","2006","198500"
"Livestock Primary","Viet Nam","Production","Eggs Primary","2007","223000"
"Livestock Primary","Viet Nam","Production","Eggs Primary","2008","247000"
"Livestock Primary","Viet Nam","Production","Eggs Primary","2009","273300"
"Livestock Primary","Viet Nam","Production","Eggs Primary","2010","321100"
"Livestock Primary","Viet Nam","Production","Eggs Primary","2011","344800"
"Livestock Primary","Viet Nam","Production","Eggs Primary","2012","365000"
"Livestock Primary","Viet Nam","Production","Meat, Total","1990","1078935"
"Livestock Primary","Viet Nam","Production","Meat, Total","1991","1063139"
